SENTENCE	FULL_CONTEXT	MOVIE_ID	SENT_ID	REGION	YEAR
Heroic surgery, she calls it.	No, her doctor says when it's hopeless at the end surgery could be an option. <i> Heroic surgery, she calls it. </i> That's why I'm out looking for someone to make sure that when the times... comes, it's a hero that performs it.	145382	1159	US	2000
I'll tear up the papers.	I'll do whatever I have to do. <i> I'll tear up the papers. </i> I'll tell the doctors.	145382	1288	US	2000
Anyway, that made me want to meet you.	- Thank you. <i> Anyway, that made me want to meet you. </i> I've been a little sentimental about parenthood lately.	145382	982	US	2000
We're looking at 40 to 50-foot waves, gale-force winds.	Just so you understand what we're up against. <i> We're looking at 40 to 50-foot waves, gale-force winds. </i> A real bad one.	3372842	865	US	2000
- You're going to do this, aren't you?	They wouldn't look at you. <i> - You're going to do this, aren't you? </i> What is it with you two?	145382	218	US	2000
And I got a feeling I'll do it even better this time.	I'm doing what I was made to do. <i> And I got a feeling I'll do it even better this time. </i> How about you?	3372842	461	US	2000
- You bought that dress for me?	- Yes. <i> - You bought that dress for me? </i> - Yeah.	145382	667	US	2000
Because people know me as Bugsy.	Why don't you use it? <i> Because people know me as Bugsy. </i> I'm gonna shove off now.	3372842	259	US	2000
Give him lots of hugs and kisses tonight.	Waiting on my ex and my son. <i> Give him lots of hugs and kisses tonight. </i> You don't gotta remind me to do that, skip.	3372842	109	US	2000
First off, it's... it's not exactly my style.	No, of course not. <i> First off, it's... it's not exactly my style. </i> Second...	145382	816	US	2000
Do you mean sexual or professional?	- An opportunity. <i> Do you mean sexual or professional? </i> Sexual.	145382	1241	US	2000
You don't mind if I get up in there, do you?	Yeah, you want to dance? <i> You don't mind if I get up in there, do you? </i> - This is kind of sexy.	4109374	4	US	2010
There's very little we can do.	I'm sorry, I wish there was... <i> There's very little we can do. </i> We may be talking about weeks.	145382	1097	US	2000
You don't die from Parkinson's.	"What do you mean,"" damned""? <i> You don't die from Parkinson's. </i> Well, it's not much of a life, now is it?"	4109374	1194	US	2010
Can't you go with me instead of my husband?	I hate you. <i> Can't you go with me instead of my husband? </i> Trey Hannigan.	4109374	357	US	2010
"Thy mists, that roll and rise!"""	"Thy winds, they wide grey skies! <i> Thy mists, that roll and rise!"" </i> It does feel like rain."	145382	581	US	2000
Two tickets to La Bohème on the 19th.	Get over here, Trey. <i> Two tickets to La Bohème on the 19th. </i> I hate you.	4109374	355	US	2010
And you haven't changed a bit.	You were very beautiful. <i> And you haven't changed a bit. </i> - I should go.	145382	1017	US	2000
This profession for me, it was a higher calling.	They're just betting you're going to make that one big mistake. <i> This profession for me, it was a higher calling. </i> You know?	4109374	2019	US	2010
- Can you bear with me 2 minutes?	- It's frantic tonight, a madhouse. <i> - Can you bear with me 2 minutes? </i> - Sure.	145382	103	US	2000
Let me take you out for a cup of coffee then.	You'll make your quotas. <i> Let me take you out for a cup of coffee then. </i> Whoa!	4109374	588	US	2010
Like this one woman runs marathons, and another one scuba dives.	People doing things. <i> Like this one woman runs marathons, and another one scuba dives. </i> And they're pissed off and they're tired of being marginalized.	4109374	1840	US	2010
The point is not finding someone who's qualified.	- I am not a surgeon. <i> The point is not finding someone who's qualified. </i> It's finding someone who's qualified who is willing to do the operation.	145382	1116	US	2000
Just how much you look like your mom, is all.	- Nothing. <i> Just how much you look like your mom, is all. </i> Yes...	145382	553	US	2000
- You don't need my advice.	You got any advice? <i> - You don't need my advice. </i> - Come on.	4109374	1816	US	2010
Look, I'm not selling to the patients, okay?	- Oh, my God. <i> Look, I'm not selling to the patients, okay? </i> No.	4109374	190	US	2010
Your mother sent me one...	Just one. <i> Your mother sent me one... </i> a long time ago.	145382	1007	US	2000
I have one picture of you, too.	I only have one photograph and it's ancient. <i> I have one picture of you, too. </i> Just one.	145382	1005	US	2000
This one's come to tear me all apart	Engine turning over won't you start? <i> This one's come to tear me all apart </i> Be still my heart	4109374	2062	US	2010
Considering the state of the world, aren't there more important things to be concerned about, like something under our jurisdiction?	- Yeah. <i> Considering the state of the world, aren't there more important things to be concerned about, like something under our jurisdiction? </i> Back to work, gentlemen.	3279503	212	US	2008
Oh, I thought you hung up for a second.	Yes. <i> Oh, I thought you hung up for a second. </i> Should I have?	4109374	675	US	2010
It was nice meeting you.	Oh, okay. <i> It was nice meeting you. </i> It was nice meeting you, too.	4109374	752	US	2010
Maggie, will we have bathroom breaks?	These people can't afford to pay for their prescriptions here. <i> Maggie, will we have bathroom breaks? </i> Sophie, remember I told you that there's a bathroom on the bus?	4109374	1312	US	2010
Let's done start Gotta ti// the ground	Bring Sa// y up and bring Sa// y down <i> Let's done start Gotta ti// the ground </i> O/ d Miss Lucy's dead and gone	135737	13	US	2000
"I am a means of resurrection."""	""" I'm no longer a destroyer. <i> I am a means of resurrection."" </i> Now we restore, we revive."	135737	477	US	2000
- When he comes back, you call us.	- What do you want me to do? <i> - When he comes back, you call us. </i> - What says he comes back?	135737	821	US	2000
We're gathered here to share some information in regards to criminal conduct that originated in the Portland metropolitan area but that has far-reaching implications.	I got no choice. <i> We're gathered here to share some information in regards to criminal conduct that originated in the Portland metropolitan area but that has far-reaching implications. </i> Let me introduce Special Agent-in-Charge of the FBI's Portland field office Richard Brooks.	3279503	667	US	2008
Okay, well, your secret is safe with me.	But don't tell anybody. <i> Okay, well, your secret is safe with me. </i> Annie really liked you, and you know what they say about kids.	3279503	865	US	2008
Don't do this to me, okay?	- Do you think it can be done? <i> Don't do this to me, okay? </i> Pl...	135737	507	US	2000
Anything you say will promote the site.	This is what he wants. <i> Anything you say will promote the site. </i> That's a possibility, but what would you prefer?	3279503	655	US	2008
From there, Reilly's suicide was public domain.	Within minutes, Andrew Kilburn had pulled it off his TiVo and posted it on five different shock-video sites. <i> From there, Reilly's suicide was public domain. </i> Something for five billion people to feed on, laugh at, gossip about.	3279503	1008	US	2008
She says he was contacted about the trains through the public TV website.	So Mrs. Williams is checking her husband's e-mail for us. <i> She says he was contacted about the trains through the public TV website. </i> I guess in his bio, he mentions he's a collector.	3279503	726	US	2008
Tommy, I don't know what that was, but it wasn't driving.	Billy, you just shaved one second off your lap time! <i> Tommy, I don't know what that was, but it wasn't driving. </i> Go get' em.	135737	180	US	2000
Millions of Americans chose to visit the site believing that they were witnessing a mere hoax, a stunt or a prank.	As part of the killer's design, the more people who logged on to the site to witness the victim's suffering, the sooner the victim died. <i> Millions of Americans chose to visit the site believing that they were witnessing a mere hoax, a stunt or a prank. </i> Well, unfortunately, it wasn't.	3279503	673	US	2008
I got addresses on Hillary, Natalie and Tracy.	Yes! <i> I got addresses on Hillary, Natalie and Tracy. </i> Donny, check the DMV for the remaining cars on the list.	135737	860	US	2000
Each new address is an exploited server that's running a mirror of the site.	The site's IP changes constantly. <i> Each new address is an exploited server that's running a mirror of the site. </i> The site's Russian name server uses a low TTL so your computer constantly queries the name server's record.	3279503	200	US	2008
Anyway, an hour after his body was found Kill With Me went up.	Which is what happens when you don't take your insulin for a few days. <i> Anyway, an hour after his body was found Kill With Me went up. </i> And an hour after that, Kilburn's review was spammed Web-wide.	3279503	540	US	2008
It's a real emergency, or I would never leave you like this.	Sweetheart I gotta go. <i> It's a real emergency, or I would never leave you like this. </i> - I'll make it up to you, I promise.	3279503	625	US	2008
I think he taught Chemistry, though.	No. <i> I think he taught Chemistry, though. </i> At Marshall Junior College?	3279503	977	US	2008
You need a fashion counsellor.	All right. <i> You need a fashion counsellor. </i> All right, babe.	135737	1361	US	2000
- I'll show it to you later.	It's kind of silly. <i> - I'll show it to you later. </i> - Okay, honey.	3279503	517	US	2008
Yeah, unless you get the laser-cut transponder key... sent directly to the U.S. Dealer from Hamburg.	This is one of three brand new Mercedes... a car they say is unstealable. <i> Yeah, unless you get the laser-cut transponder key... sent directly to the U.S. Dealer from Hamburg. </i> They got somebody working on the inside.	135737	163	US	2000
- If they're really in mint condition...	My heart skipped a beat when I got your e-mail. <i> - If they're really in mint condition... </i> - My dad and I hardly ever used them.	3279503	587	US	2008
- You were the one who answered the phone, right?	- Come on! <i> - You were the one who answered the phone, right? </i> - Fine.	135737	600	US	2000
Toby's the guy that I like.	I'm going out with Toby. <i> Toby's the guy that I like. </i> Right, well, that should be fun.	6185084	1559	US	2015
This is a good look.	That is not a good look. <i> This is a good look. </i> And that's my mom.	6185084	225	US	2015
You have a great life now.	It was a mistake to come here. <i> You have a great life now. </i> I don't want to upset that.	135737	527	US	2000
Can we please just make this quick?	Get in there. <i> Can we please just make this quick? </i> Okay, next.	6185084	670	US	2015
/ t's your kiss, kiss, kiss	Or the throttle linkage. <i> / t's your kiss, kiss, kiss </i> The clutch master cylinder.	135737	1658	US	2000
Man, so many unanswered questions.	- Yep, bye. <i> Man, so many unanswered questions. </i> Really good.	6185084	838	US	2015
On again, off again, a thousand times.	"Wesley and Madison were known around school as"" The Relationship Strobe Light."" <i> On again, off again, a thousand times. </i> Okay."	6185084	177	US	2015
I just like to keep track of you.	[ stammering] I know. <i> I just like to keep track of you. </i> Of me?	4218973	200	US	2011
I don't know why I thought it could be different.	And people like me don't date anybody. <i> I don't know why I thought it could be different. </i> What are you talking about?	6185084	1846	US	2015
Saw you watching some weird Japanese horror movie last night.	- Wesley. <i> Saw you watching some weird Japanese horror movie last night. </i> Were you spying on me?	6185084	159	US	2015
It's not like he rides a horse, right?	You know, like Tony Romo, he's a Dallas Cowboy. <i> It's not like he rides a horse, right? </i> I have no idea what the hell you're talking about.	6185084	406	US	2015
He's got to see this.	Get him down here. <i> He's got to see this. </i> Chief?	4218973	1016	US	2011
Well, make some more friends and tell them.	I don't know that many people. <i> Well, make some more friends and tell them. </i> What?	6185084	1167	US	2015
Get out of my way.	What the shit? <i> Get out of my way. </i> Wow, that is an interesting dress.	6185084	1966	US	2015
I'm a member of the orchestra.	Who are you? <i> I'm a member of the orchestra. </i> It's okay for me to be here.	4218973	308	US	2011
In my head, I think I was expecting some big reality-show reveal.	I worked up all my courage and tried on the dress Wesley gave me. <i> In my head, I think I was expecting some big reality-show reveal. </i> All right.	6185084	1540	US	2015
These books came from there, so he came from there.	Milburn closed down more than eight years ago. <i> These books came from there, so he came from there. </i> Okay, good work.	4218973	792	US	2011
Is that what it felt like?	Okay. <i> Is that what it felt like? </i> That I hadn't made out with anyone in a while or whatever?	6185084	1434	US	2015
And you never seem to have this problem.	Well, I can't seem to talk to him without making a total ass of myself, okay? <i> And you never seem to have this problem. </i> - Don't you hate me?	6185084	564	US	2015
But one night divine inspiration struck.	Three years ago my dad left her, and she did not handle it well. <i> But one night divine inspiration struck. </i> You can expect to go through five stages.	6185084	228	US	2015
Just a domestic disturbance kind of thing.	- Yeah, everything's fine. <i> Just a domestic disturbance kind of thing. </i> I'll see you soon.	4218973	219	US	2011
They's getting handed down to you.	"Brother BTRO'S. <i> They's getting handed down to you. </i> 100% Grade-A"" Beat-Beat"" nigga boots."	4574956	643	US	2011
DC told me you was here.	You fell, right? <i> DC told me you was here. </i> So, what?	4574956	1025	US	2011
I forgot to tell you how much you remind me of your mother.	You need some help? <i> I forgot to tell you how much you remind me of your mother. </i> [ engine revving]	4218973	1151	US	2011
Do what I say, and you live.	[ screaming] <i> Do what I say, and you live. </i> I'm going to kill your mother or your father.	4218973	59	US	2011
- Today we're starting a new	-[ Insect Buzzing] <i> - Today we're starting a new </i> Why cheerleading, you say?	186160	1137	US	2004
If we win, we get a check for$ 20,000:	Now, if we go to nationals, we could win: <i> If we win, we get a check for$ 20,000: </i> Now, Penelope, you could use that money:	186160	1172	US	2004
Set him up in the tent out front.	For reals. <i> Set him up in the tent out front. </i> A tent?	4574956	285	US	2011
I think we covered that:	[ Laughs] Yeah: <i> I think we covered that: </i> Did we talk about your 1 0,000 part-time jobs?	186160	468	US	2004
A 98-year tradition of cheerleading excellence	See these portraits on the wall? <i> A 98-year tradition of cheerleading excellence </i> Starting back with the remarkable Margaret Whiting	186160	574	US	2004
Well, no one fell tonight:	Think we're ready? <i> Well, no one fell tonight: </i> I'm pretty happy about that:	186160	1565	US	2004
"And by making me an"" O,"" you're calling me empty:"	"O's represent emptiness: <i> And by making me an"" O,"" you're calling me empty: </i> That's insane:"	186160	1241	US	2004
[ Tina] What are you looking at?	- Yeah: <i> [ Tina] What are you looking at? </i> [ Woman] What's her problem?	186160	898	US	2004
The three greatest presidents of the last 200 years- all cheerleaders:	Ronald Reagan was also a cheerleader: <i> The three greatest presidents of the last 200 years- all cheerleaders: </i> - Was Ronald Reagan really	186160	566	US	2004
Got taken off on a stretcher:	Homeboy didn't want to play the rest of the game: <i> Got taken off on a stretcher: </i> The quarterback's	186160	778	US	2004
Come on, let's get your father some tea.	- That sounds wonderful, Grace. <i> Come on, let's get your father some tea. </i> - Thank you.	3807079	492	UK	2005
You really think he's behind there?	I'd assure him the treatment my partner needs will only deepen my commitment to his organisation for years to come. <i> You really think he's behind there? </i> He's lived behind walls for years.	4938516	471	UK	2009
- Remember to make Daddy remember.	Come on, off you go have a good day. <i> - Remember to make Daddy remember. </i> Promise.	3807079	194	UK	2005
They're just like little rose petals.	Oh my Lord. <i> They're just like little rose petals. </i> What?	3807079	1098	UK	2005
""" A high level of responsibility in a Fortune 500 company manufacturing state-of-the-art technology in a core service industry""."	"The job description detailed, <i> "" A high level of responsibility in a Fortune 500 company manufacturing state-of-the-art technology in a core service industry"". </i> All right?"	4938516	379	UK	2009
It's a lovely old thing.	It arrived while you were out. <i> It's a lovely old thing. </i> Isn't it?	3807079	200	UK	2005
I think we have some catching up to do.	- Twice. <i> I think we have some catching up to do. </i> - No, I have to see to Mrs Parker.	3807079	1313	UK	2005
The source must be visible, even if the light isn't.	If we can't see it, how are we supposed to find it? <i> The source must be visible, even if the light isn't. </i> Right?	4938516	161	UK	2009
He established Labour's credentials to create a connection..... between the new politics we were trying to create..... and the country as a whole.	He went out into the country. <i> He established Labour's credentials to create a connection..... between the new politics we were trying to create..... and the country as a whole. </i> ( cheering and applause)	4030209	417	UK	2003
I'm not doing it in a car.	- Honey, I just want our first time. <i> I'm not doing it in a car. </i> Women in my age don't do it in cars.	3807079	357	UK	2005
I've just narrowed down the field, so your odds improve.	All of you should thank me. <i> I've just narrowed down the field, so your odds improve. </i> Odds mean nothing without the question in front of us!	4938516	583	UK	2009
Holly's got a very nice new boyfriend, and she told me to tell you, that you'd be pleased with her choice.	So what's new and exciting here in Little Wallop, you may ask. <i> Holly's got a very nice new boyfriend, and she told me to tell you, that you'd be pleased with her choice. </i> He's not like the others.	3807079	1346	UK	2005
10 years ago a lot of healthy young people around the world got sick and started dying.	I'll give you a clue. <i> 10 years ago a lot of healthy young people around the world got sick and started dying. </i> You may have read about that.	4938516	407	UK	2009
I mean, look at Job and all that befell him.	God's mysterious ways. <i> I mean, look at Job and all that befell him. </i> He asks the Lord:	3807079	590	UK	2005
Today was the day Oasis fans at last got their hands..... on the group's new album, Be Here Now.	* He's on it <i> Today was the day Oasis fans at last got their hands..... on the group's new album, Be Here Now. </i> It's their first for two years.	4030209	1105	UK	2003
If you choose to leave the room for any reason, you will be disqualified.	If you spoil your paper, intentionally or accidentally, you will be disqualified. <i> If you choose to leave the room for any reason, you will be disqualified. </i> Any questions?	4938516	23	UK	2009
No, it's alright you're on my insurance.	- I can't. <i> No, it's alright you're on my insurance. </i> - No, I can't drive.	3807079	529	UK	2005
- Well, you can come and watch.	- Actually, we do. <i> - Well, you can come and watch. </i> You can hold it for me too if you like.	4938516	247	UK	2009
- There's nothing wrong with your father.	Oh my God, you would, wouldn't you? <i> - There's nothing wrong with your father. </i> I knew you were a bitch to him, but I always thought you loved him.	3807079	1188	UK	2005
Lick it, spit on it, get it wet.	Right. <i> Lick it, spit on it, get it wet. </i> If the question's watermarked we need some liquid to bring it out.	4938516	242	UK	2009
For me, running Loaded,..... the toilet became the new golf course.	It just became the accessory. <i> For me, running Loaded,..... the toilet became the new golf course. </i> It was where all the deals were being done.	4030209	1039	UK	2003
So it all felt like it was leading to Knebworth.	.. but what British pop music was about at that time. <i> So it all felt like it was leading to Knebworth. </i> But, you know, we were too busy...	4030209	761	UK	2003
I want to be alone!	Just tell us what you want. <i> I want to be alone! </i> You want us to spoil our papers?	4938516	968	UK	2009
( Holly) No, this is Mark.	Is that you, Carl? <i> ( Holly) No, this is Mark. </i> Nice to meet you, Mrs Goodfellow.	3807079	62	UK	2005
But it was a bit unnerving on occasions.	It wasn't really like that. <i> But it was a bit unnerving on occasions. </i> I mean,..... everywhere I went,...	4030209	557	UK	2003
Sorry, it was invisible light you said you wanted.	Maybe not. <i> Sorry, it was invisible light you said you wanted. </i> This looks pretty fucking visible to me.	4938516	190	UK	2009
I thought you deserved a lie-in.	Wakey, wakey. <i> I thought you deserved a lie-in. </i> Breakfast is ready when you are.	3807079	427	UK	2005
That's just the way that I was born.	"You don't leave school and go...( upper-class)"" It's important that I'm working-class."" <i> That's just the way that I was born. </i> I was born into a fucking life..... of menial fucking jobs."	4030209	652	UK	2003
She was going to tell dad.	She knows! <i> She was going to tell dad. </i> - About the flower arranging committee!	3807079	1256	UK	2005
Will you two shut up?	You know what... <i> Will you two shut up? </i> Some of us are trying to think!	4938516	267	UK	2009
They'll come back to me with the details.	A lot of things will get worse if they're not dealt with. <i> They'll come back to me with the details. </i> - The devil's in the details, Dad.	3807079	98	UK	2005
"It took me 20 minutes to realise"" How do you know what they're called?"""	"And he went"" You mean Junior S Club 7?"" <i> It took me 20 minutes to realise"" How do you know what they're called?"" </i> I thought they were kids from a special-needs school..... hanging out at a recording studio, cos it was free food, or summat."	4030209	1210	UK	2003
It's risk they live for.	At their level, money ceases to be the prime motivator. <i> It's risk they live for. </i> They're type A's, like us, and just as they were trained by their investment companies, they're still betting on ideas today.	4938516	320	UK	2009
- We've got 74 minutes left to figure out.	- What's the question? <i> - We've got 74 minutes left to figure out. </i> If the answer takes one minute to write down.	4938516	51	UK	2009
- Oh, can't I talk you out of it.	It's only a bit of fun, Grace. <i> - Oh, can't I talk you out of it. </i> No.	3807079	440	UK	2005
Who'll decipher the question, who'll come up empty and fold and who'll crack under pressure?	Ours. <i> Who'll decipher the question, who'll come up empty and fold and who'll crack under pressure? </i> You could be wrong.	4938516	323	UK	2009
After the Cup Final tomorrow, I'll sort everything out.	We've got a week. <i> After the Cup Final tomorrow, I'll sort everything out. </i> The Cup Final.	4629499	1097	UK	2012
.. you know,..... a profound sort of resonance in my life.	Didn't really... realise that my, kind of, flippancy..... was gonna have such, um,... <i> .. you know,..... a profound sort of resonance in my life. </i> And, um, I changed quite dramatically after that period.	4030209	591	UK	2003
In the other corner, five young working-class men from Manchester,...	In one corner, four young middle-class men from the South,..... collectively known as Blur. <i> In the other corner, five young working-class men from Manchester,... </i> -.. called Oasis.	4030209	516	UK	2003
And this is no ordinary selection process.	He micro-manages anything of importance to his company. <i> And this is no ordinary selection process. </i> We're special.	4938516	352	UK	2009
Just nobody wants to do them.	Loads of them. <i> Just nobody wants to do them. </i> Well, except retards.	4629499	88	UK	2012
.. this whole, kind of, karaoke, build-your-own-band thing.	Everything's become so pop,..... and so, kind of, calculated,..... which has worked in certain areas of the music business,..... cos it's been going there for a good six, seven years,.. <i> .. this whole, kind of, karaoke, build-your-own-band thing. </i> * Say inertia creeps	4030209	1195	UK	2003
Get this place cleaned up.	Fucking get it together, guys. <i> Get this place cleaned up. </i> Get your cards done in two hours when we're back.	4629499	589	UK	2012
You'll find it's you who needs my help.	I don't need your help. <i> You'll find it's you who needs my help. </i> You know why?	4938516	587	UK	2009
.. and life that you've led seems to not count for anything any more.	"I don't know how old I was, 32, or something,..... so you've lived your life up to a certain point..... for 30 years, and then, suddenly, all that experience... <i> .. and life that you've led seems to not count for anything any more. </i> You can't do them things any more,..... cos you've got all these people going"" Urrgghhh!"" at you."	4030209	1010	UK	2003
But I don't want it anymore.	And you've always done everything for me. <i> But I don't want it anymore. </i> I want to make my own decisions.	6910409	560	UK	2014
She's developed a strange obsession with reading these books.	"Good on her. <i> She's developed a strange obsession with reading these books. </i> The new release of"" life in the boudoir""?"	7039857	362	UK	2016
Do you understand what you're doing by staying here?	Talk to her. <i> Do you understand what you're doing by staying here? </i> What you're throwing away?	6910409	523	UK	2014
Is that what our passion is worth?	The price is already rock bottom and I wont slash it any further. <i> Is that what our passion is worth? </i> That's just it.	7039857	1493	UK	2016
I thought you were on holiday or something, spending your new wealth.	At that point I had no idea you were doing 18 months in a French prison. <i> I thought you were on holiday or something, spending your new wealth. </i> So, yeah, I did get worried.	4629499	764	UK	2012
I still don't see why we can't just own up, get out of it.	"If don't write the bloody thing she'll be outing us to the press quicker than you can say"" BDSM."" <i> I still don't see why we can't just own up, get out of it. </i> Because I have spent the last year berating Jen about her reading habits, not to mention denouncing in print and on screen all things chick and mummy."	7039857	1649	UK	2016
Dan didn't die of an overdose.	You're not the only person in over your head, Mike. <i> Dan didn't die of an overdose. </i> He got greedy.	4629499	1030	UK	2012
If you're a bonobo, I mean, how do you know that's going to work?	[ Laughs] <i> If you're a bonobo, I mean, how do you know that's going to work? </i> Instinct.	6910409	1057	UK	2014
Have you got any vacancies?	What do actors do when they're unemployed? <i> Have you got any vacancies? </i> Yeah.	7039857	1741	UK	2016
- I can't believe you spent the night in that place.	- I don't think... <i> - I can't believe you spent the night in that place. </i> I read all about it.	6910409	870	UK	2014
He said they were taking care of you as much as they could.	Eddie came to visit me. <i> He said they were taking care of you as much as they could. </i> Said I shouldn't worry about you.	4629499	759	UK	2012
We're not supposed to talk.	She's fetching me some wellies. <i> We're not supposed to talk. </i> Not until we get to...	6910409	227	UK	2014
To build our lives here, make changes.	Now, I know you want us to make this into a home too. <i> To build our lives here, make changes. </i> But we have to do that in the spirit in which you founded this place.	6910409	666	UK	2014
My mum's worn the DVD out.	Mr. Darcy in his wet shirt. <i> My mum's worn the DVD out. </i> A scene not actually portrayed by the author, but certainly an appropriate modern screen interpretation.	7039857	199	UK	2016
A three, a two, a one...	-[ Giggling] <i> A three, a two, a one... </i> Go!	6910409	713	UK	2014
I'll just have a half.	David, unlike you to do the lunchtime session. <i> I'll just have a half. </i> I'm drowning my sorrows, actually.	7039857	293	UK	2016
Can you keep a secret?	Ah, shit. <i> Can you keep a secret? </i> - No headlines in your paper?	7039857	304	UK	2016
It was my fault, really.	She doesn't blame you. <i> It was my fault, really. </i> You're my lynchpin.	6910409	1019	UK	2014
Just take them to the charity shop, would you?	I think I had enough of this stuff now. <i> Just take them to the charity shop, would you? </i> No, I won't.	7039857	827	UK	2016
I literally don't get it.	Oh. <i> I literally don't get it. </i> She wouldn't just leave without telling me.	6910409	795	UK	2014
""" We"" are not an"" us"", Mike."	"I don't wanna move to another country with you as much as I don't wanna marry you. <i> "" We"" are not an"" us"", Mike. </i> Yeah, well, I just thought, like."	4629499	1163	UK	2012
Did you know, I heard that women like guys who make love?	[ Sarcastically] Ha-ha. <i> Did you know, I heard that women like guys who make love? </i> Oh, really?	6910409	732	UK	2014
♪ I'll scratch your back and you scratch mine	♪ I got you, baby I got you <i> ♪ I'll scratch your back and you scratch mine </i> ♪ I'll watch your back when you walk the line	7039857	1573	UK	2016
But once the money was out, Eddie expected it all to go in the bag.	- Dan. <i> But once the money was out, Eddie expected it all to go in the bag. </i> Come on.	4629499	538	UK	2012
Well, I'll try and find some cultural significance.	So you'll do a piece on it for the show, then. <i> Well, I'll try and find some cultural significance. </i> So, in a world where sex across the media is all too easily available, and the gradual playing out of a love affair is replaced by... ugh... instant joyless fornication, we might be well served by looking back	7039857	193	UK	2016
And we must continually marvel at their ability to mate at will, like a couple of frenzied rabbits.	to reflect a constant quivering excitement. <i> And we must continually marvel at their ability to mate at will, like a couple of frenzied rabbits. </i> And in purely practical terms, no e-mails.	7039857	546	UK	2016
But we have to do that in the spirit in which you founded this place.	To build our lives here, make changes. <i> But we have to do that in the spirit in which you founded this place. </i> Bonobos put us to shame.	6910409	667	UK	2014
Who you got your money on?	The big match on Saturday. <i> Who you got your money on? </i> United. it's a no-brainer.	4629499	986	UK	2012
[ Chuckles] Imagine looking into your baby's eyes.	-[ Raspberry sound] <i> [ Chuckles] Imagine looking into your baby's eyes. </i> And seeing me smiling back at you...	6910409	597	UK	2014
Do you know what they said?	I fucking told' em I've got ya and if they want you back they're gonna have to pay. <i> Do you know what they said? </i> Keep him.	4629499	1261	UK	2012
I had to read some myself for a piece I'm doing.	Chaucer'd be a fine thing. <i> I had to read some myself for a piece I'm doing. </i> And it got me thinking about the future of the pub.	7039857	365	UK	2016
You have to try iboga.	No coffee, no alcohol. <i> You have to try iboga. </i> Only the tiniest dose.	6910409	693	UK	2014
♪ ♪ So pure in thought and word and deed	♪ ♪ At school they taught me how to be <i> ♪ ♪ So pure in thought and word and deed </i> ♪ ♪ They didn't quite succeed	5151994	212	UK	2008
♪ You kept running ♪	♪ It would take you places ♪ <i> ♪ You kept running ♪ </i> ♪ You've got money, you've got fame ♪	5814259	1550	UK	2014
Somebody in the shop the other day suggested	You're ahead of me. <i> Somebody in the shop the other day suggested </i> I try writing something like this to make some money.	7039857	382	UK	2016
And I suppose that was a prayer.	Over and over. <i> And I suppose that was a prayer. </i> After, did you feel any better?	5814259	1425	UK	2014
The dam that blocks my heart is overflowing with emotion.	[ Woman clears throat] <i> The dam that blocks my heart is overflowing with emotion. </i> [ Man] And my heart's full to bursting.	7039857	1462	UK	2016
""" What happens... when murder goes wrong"""	"I will now reenact what I like to call... <i> "" What happens... when murder goes wrong"" </i> When do I go back?"	5151994	228	UK	2008
Two years ago, he turns up here in London.	disappeared into Peshawar. <i> Two years ago, he turns up here in London. </i> I'm looking for reliable men, I can trust.	4398890	177	UK	2011
My name is Charles Bronson.	Subtitles corrected and American English notes added by AsifAkheir <i> My name is Charles Bronson. </i> And all my life I wanted to be famous.	5151994	2	UK	2008
And I'll go back to my room.	before she gets torn back into her own living delights and active miseries. <i> And I'll go back to my room. </i> Was she on it?	5814259	1537	UK	2014
69 days all to yourself.	So... 69 days, was it? <i> 69 days all to yourself. </i> Another of your prison records broken.	5151994	466	UK	2008
after I moved away from home, you know?	I guess everything sort of started going downhill <i> after I moved away from home, you know? </i> What did you love when you were young?	5814259	201	UK	2014
you two brothers then, are you?	So, uh... <i> you two brothers then, are you? </i> - What's that?	4398890	126	UK	2011
You shouldn't mess around with boys who're a lot bigger than you.	What Charlie? <i> You shouldn't mess around with boys who're a lot bigger than you. </i> Oh really?	5151994	394	UK	2008
I might not be fit to tie her musical boot laces, but I could've helped her make records.	I am the voice crying in the wilderness, and she is my Messiah. <i> I might not be fit to tie her musical boot laces, but I could've helped her make records. </i> I could've listened to her songs and backed her up on simple yet accurately played guitar.	5814259	1524	UK	2014
One thing for sure, it's...	The targets, they selected for themselves. <i> One thing for sure, it's... </i> high value targets.	4398890	508	UK	2011
He's highly organized and very disciplined.	He has the backing of any number of rich Saudis, who are sympathetic to his cause. <i> He's highly organized and very disciplined. </i> A few years ago he, uh...	4398890	174	UK	2011
someone would punch you in the face.	""" Hi, everyone, I'm Scottish,"" <i> someone would punch you in the face. </i> Absolutely."	5814259	732	UK	2014
And I'm absolutely positivo that we can do this.	Just keep your head down. <i> And I'm absolutely positivo that we can do this. </i> We can mate.	5151994	689	UK	2008
♪ I'm going to a seminar ♪	♪ I made a story up in my head if anybody would ask ♪ <i> ♪ I'm going to a seminar ♪ </i> ♪ I'm a genius ♪	5814259	30	UK	2014
Somethings are only solved one way.	You did what you had to. <i> Somethings are only solved one way. </i> Chris used us both.	4398890	687	UK	2011
♪ Pretty when the wind blows ♪	♪ <i> ♪ Pretty when the wind blows ♪ </i> ♪ I love my tree in autumn ♪	5814259	181	UK	2014
And maybe bring Cass sometimes if she can bear it.	Just come and see me, okay? <i> And maybe bring Cass sometimes if she can bear it. </i> You've had a setback, a predictable one.	5814259	1258	UK	2014
