SENTENCE	FULL_CONTEXT	SLANG_TERM	ANNOTATOR_CONFIDENCE	MOVIE_ID	SENT_ID	REGION	YEAR	DEFINITION_SENTENCE	DEFINITION_SOURCE_URL	LITERAL_PARAPHRASE_OF_SLANG
Mason, give us a hand with this mike, will you?	Shit! <i> Mason, give us a hand with this mike, will you? </i> Want me to put your Corsage on too, Miss Prom Queen?	give us a hand	1	5891414	20	US	2014			
He's still gonna have to give the prize money back.	He made his own interpretation. <i> He's still gonna have to give the prize money back. </i> But obviously it's a bigger problem.	gonna	1	241730	1184	US	2005			
You got a place on the other side of the park.	I'll drive here two more times a week? <i> You got a place on the other side of the park. </i> If it was near here, it wouldn't be a problem.	place	2	241730	240	US	2005			
But everything's gonna be all right, I promise you.	I know you're scared. <i> But everything's gonna be all right, I promise you. </i> I just wanted to hear your voice.	gonna	1	5891414	1063	US	2014			
Linda teeth maybe a large vocabulary but I do not light it.	Did you hit it? <i> Linda teeth maybe a large vocabulary but I do not light it. </i> What are you?	teeth	1	5178727	362	US	2010			
This here makes me absolutely crazy.	I came because... <i> This here makes me absolutely crazy. </i> - What?	crazy	1	5178727	690	US	2010			
Does this belong to monsieur?	Laundry delivery. <i> Does this belong to monsieur? </i> I don't believe it!	monsieur	1	6249260	793	US	2014			
I do not measure my dick.	- No! <i> I do not measure my dick. </i> - You have real talent.	dick	1	5178727	247	US	2010			
I've been keepin a close eye on you.	I'm Tony Hendon. <i> I've been keepin a close eye on you. </i> He's a nice kid, you hear me?	close eye	1	6249260	909	US	2014			
You're a good kid, Harry!	Not too bad, huh? <i> You're a good kid, Harry! </i> As for you, Rita...	kid	2	6249260	973	US	2014			
Get lost, you piece of shit, otherwise I'm sticking out eyes on you!	Are you afraid that Linda hear me? <i> Get lost, you piece of shit, otherwise I'm sticking out eyes on you! </i> - It was good.	sticking out eyes	1	5178727	926	US	2010			
But my uncle left me that money.	I want it back. <i> But my uncle left me that money. </i> And anyway, I don't get my inheritance until the end of the week.	inheritance	1	6249260	845	US	2014			
All the doors are locked, babe.	No, we're here. <i> All the doors are locked, babe. </i> Fuck.	babe	1	6692456	1434	US	2016			
Jesus, we don't need this right now, sir.	- Uh, thank you. <i> Jesus, we don't need this right now, sir. </i> Are you okay?	don't need this right now	1	5166024	993	US	2013			
Details do not escape me.	"You see, I"" m a Virgo. <i> Details do not escape me. </i> It seems I can't escape you either."	virgo	1	6249260	428	US	2014			
- Round the world is$ 200.	- We're lonely in here, too. <i> - Round the world is$ 200. </i> - Mm, mm, mm.	round the world	1	6692456	559	US	2016			
And I fucking hated him for that.	And he never kept his end of the bargain up, either. <i> And I fucking hated him for that. </i> I took a shower for, like, three hours and I promised myself I would never care what Simon thought about me ever again.	fucking	1	6692456	926	US	2016			
The bitch wants you, then she's not good enough for me anyway!	- I'm over it! <i> The bitch wants you, then she's not good enough for me anyway! </i> Who the fuck are you, Mary J. Blige?	bitch	3	5166024	1541	US	2013			
If you do not call off your goons,	You listen to me, you motherfucker. <i> If you do not call off your goons, </i> I will make 1,000 copies of that video and I will send one to every newspaper, every television station in the world.	goons	3	6692456	1115	US	2016			
I have to tell you, when it comes to suffering, she's right up there with the blessed savior.	Husband run off with her best friend, only son killed in Iraq. <i> I have to tell you, when it comes to suffering, she's right up there with the blessed savior. </i> Hmm.	up	1	5653079	93	US	2012			
Your sister's driving all the way in.	The plans are already made. <i> Your sister's driving all the way in. </i> I'm making lamb stew.	in	1	5166024	124	US	2013			
Those doctors, they take out those six packs, and they throw in some dry ice and a heart, and off they go.	I saw it on the news. <i> Those doctors, they take out those six packs, and they throw in some dry ice and a heart, and off they go. </i> Well, do you know how long you have to wait?	six packs	1	5653079	1321	US	2012			
There's an overload of goodness.	Just stick one in the fuse box. <i> There's an overload of goodness. </i> What is that?	overload	1	5653079	923	US	2012			
It's my experience that Eatenton women got veto power.	I could kill Jackson right now. <i> It's my experience that Eatenton women got veto power. </i> Come.	veto power	1	5653079	849	US	2012			
Hust give him one goddamn break.	Give him a break. <i> Hust give him one goddamn break. </i> Lucy, say your good-byes.	goddamn	1	4728198	29	US	2001			
I know I look like 10 miles of dirt road.	Truvy, can you make some quick magic? <i> I know I look like 10 miles of dirt road. </i> Let me get my magic wand and my fairy dust.	dirt	1	5653079	1653	US	2012			
When I saw my nephew's face, it was a major letdown.	At my age, a knock after dark is a dream come true. <i> When I saw my nephew's face, it was a major letdown. </i> TRUVY:	letdown	1	5653079	1151	US	2012			
Sam, we need to talk.	You'll be a very good Girl Scout. <i> Sam, we need to talk. </i> What are you doing?	need to talk	1	4728198	700	US	2001			
I am not about to open up a new can of worms.	The only reason people are nice to me is because I got more money than God. <i> I am not about to open up a new can of worms. </i> Now, you know that negative attitude M'Lynn told you about.	open	1	5653079	1008	US	2012			
You lost interest in me when I ran out of drama.	Don't put that on me, Chuck. <i> You lost interest in me when I ran out of drama. </i> Oh, but Sherry,	drama	1	6406429	1047	US	2001			
We'll make a man of you yet.	Come on. <i> We'll make a man of you yet. </i> Maybe she'd like to hear some music.	make a man of you	2	6406429	1400	US	2001			
- They're kids, for Christ's sake!	- Jon, shush! <i> - They're kids, for Christ's sake! </i> - So what?	kids	1	5450161	698	US	2013			
All right, everyone, three more weeks until the final.	How much longer you got? <i> All right, everyone, three more weeks until the final. </i> If you have any questions or concerns, please feel free to e-mail me.	longer	1	5450161	1560	US	2013			
- Come on, baby, cum... cum...	Oh! <i> - Come on, baby, cum... cum... </i> Mm-hm!	cum	3	5450161	576	US	2013			
Nah, she's hot, but it's not a dime.	- That is a dime. <i> Nah, she's hot, but it's not a dime. </i> I don't even mess with blondes like that, but that there is a dime!	dime	1	5450161	88	US	2013			
You were kicking it to pony-tail, right?	What about you? <i> You were kicking it to pony-tail, right? </i> - How did it go?	kicking it to	1	5450161	1944	US	2013			
She keep her shit tight, you can tell.	Definitely not. <i> She keep her shit tight, you can tell. </i> - No.	shit	1	5450161	95	US	2013			
And you're not allowed to make me feel like a fucking slut for fucking who I want, because I'm allowed to, because I am single.	I agree. <i> And you're not allowed to make me feel like a fucking slut for fucking who I want, because I'm allowed to, because I am single. </i> You are not.	slut	2	5340423	2223	US	2013			
I thought you could use something better than that shit you're watching on your phone.	- I didn't mean for it to be a big thing. <i> I thought you could use something better than that shit you're watching on your phone. </i> Am I right?	shit	1	5450161	1073	US	2013			
- You smashed up somebody's car?	Just' cause you don't pick up your phone don't make you busy. <i> - You smashed up somebody's car? </i> - Who told you that?	smashed	1	5450161	1502	US	2013			
# It's such a sweet sensation	# Good vibration <i> # It's such a sweet sensation </i> # It's such a good vibration#	good vibration	1	5450161	1783	US	2013			
You're gonna get me fired!	No! <i> You're gonna get me fired! </i> Oh, gross!	gonna	1	5340423	301	US	2013			
What the fuck is the matter with you?	Stop upsetting your mother! <i> What the fuck is the matter with you? </i> - I don't know.	what the fuck	1	5450161	1847	US	2013			
Why are you so good at blackjack?	All right. <i> Why are you so good at blackjack? </i> 'Cause when I was younger,	blackjack	1	5340423	969	US	2013			
And I know both he and your mom would be proud to see the way that you stepped up for your brother, Jimmy.	I don't know how much of this he expressed to you how deeply proud he was of you when you joined the service. <i> And I know both he and your mom would be proud to see the way that you stepped up for your brother, Jimmy. </i> - Real proud.	stepped up	2	6377252	139	US	2009			
"♪"" It's a crock of crap"""	"♪ Like the Great One said <i> ♪"" It's a crock of crap"" </i> ♪ And that was the end of that ♪"	crock	1	5340423	2326	US	2013			
Cat's out of the bag now.	But then what? <i> Cat's out of the bag now. </i> This changes everything.	cat's out of the bag	2	6377252	662	US	2009			
I gotta take a leak.	We'd like to hear about that. <i> I gotta take a leak. </i> You're out of line, man.	take a leak	2	6377252	193	US	2009			
It was our future, and I didn't want to give it to them.	This guy I know, he's gonna put me in some Internet start-up, sells shoes on line or some bullshit. <i> It was our future, and I didn't want to give it to them. </i> Now, how fucking stupid is that?	bullshit	1	6801883	761	US	2014			
"Oh, I was like,"" I love gambling!"""	"Not give you, but as a credit. <i> Oh, I was like,"" I love gambling!"" </i> Yeah, you just went..."	like	1	5340423	713	US	2013			
Make the decision to turn up well in our lives over to the care of God as we understood him.	Step three. <i> Make the decision to turn up well in our lives over to the care of God as we understood him. </i> Now.	decision	1	6801883	1448	US	2014			
Her husband tried to haggle with me.	There were special circumstances regarding mrs kristo. <i> Her husband tried to haggle with me. </i> Sliced the price.	haggle	2	6801883	1247	US	2014			
Shit, I'm gonna remember that shit.	Oh, you know. <i> Shit, I'm gonna remember that shit. </i> That's all right.	shit	2	6377252	38	US	2009			
I know you just love to give a young black male like myself one of your sperm killer sodas, but no, thank you, ma'am.	You sure you don't want a soda or something, honey? <i> I know you just love to give a young black male like myself one of your sperm killer sodas, but no, thank you, ma'am. </i> I'll stick with the water.	sperm killer	1	6801883	405	US	2014			
Does this strike a chord?	What do you say, pal? <i> Does this strike a chord? </i> You got 2 hours to get the money together.	strike a chord	3	6801883	1332	US	2014			
You're supposed to have my back.	I tried to stop them, bro, all right? <i> You're supposed to have my back. </i> Hold on.	have my back	2	6377252	131	US	2009			
- And then you people come down on us.	We get to see that the girl's all right. <i> - And then you people come down on us. </i> - You'll have the girl covered.	come down on	1	6801883	1360	US	2014			
I can't believe you let your sister marry this pig.	Did you call the number, chief? <i> I can't believe you let your sister marry this pig. </i> She was always bringing home strays.	pig	3	6377252	261	US	2009			
That girl's been acting like a mental patient for 12 hours.	I love you so much. <i> That girl's been acting like a mental patient for 12 hours. </i> He's still here.	still	1	3562517	1959	US	2009			
"You know, he always said,"" Pauli, it's you and me against the world."""	"He beat the crap out of any kid whoever teased me. <i> You know, he always said,"" Pauli, it's you and me against the world."" </i> My point is, I had the opportunity to be a nice kid and Connor didn't."	against the world	1	3562517	1766	US	2009			
Oh, honey, if I was jealous, why am I, at this very moment, heading upstairs to close out my hat trick of bridesmaids?	It's adorable. <i> Oh, honey, if I was jealous, why am I, at this very moment, heading upstairs to close out my hat trick of bridesmaids? </i> Maybe you're terrified of being alone with your empty hollow soul for even a minute.	hat trick	2	3562517	812	US	2009			
Are you still as good a shot as you used to be?	You need my help. <i> Are you still as good a shot as you used to be? </i> Muscle memory lasts a long time.	shot	1	4953583	794	US	2013			
The wooing is actually not for my benefit.	- Huh? <i> The wooing is actually not for my benefit. </i> Mm.	wooing	1	3562517	1356	US	2009			
Looks like you're a little short handed.	Ray! <i> Looks like you're a little short handed. </i> You need my help.	short handed	2	4953583	792	US	2013			
I want to squeeze you.	Look at how cute you were. <i> I want to squeeze you. </i> - Yes!	squeeze	1	3562517	881	US	2009			
The Sheriff went after him.	Where Cortez? <i> The Sheriff went after him. </i> I'm more concerned about him right now than I am about Cortez.	went after him	1	4953583	1163	US	2013			
Welcome to my world, to the excruciatingly erotic world of Wild Velvet.	Just picture yourself in the arms of such a goddess. <i> Welcome to my world, to the excruciatingly erotic world of Wild Velvet. </i> We bring you all the ladies that Victoria...	it is veryuseful	1	3546395	204	US	2009			
Although temperatures have been within normal ranges for this holiday season, these temps are highly unusual.	Arctic storms moving into Northern California should cause temperatures in the L.A. basin to drop as much as 25 degrees. <i> Although temperatures have been within normal ranges for this holiday season, these temps are highly unusual. </i> Come on, Lucky.	temps	1	3546395	522	US	2009			
You can't fuck with me, or what?	He's wearing their team colors. <i> You can't fuck with me, or what? </i> All right.	fuck	2	4953583	351	US	2013			
Let's fill her up, save these yahoos and get out of here.	Thank God. <i> Let's fill her up, save these yahoos and get out of here. </i> King 1-2, we have visual.	yahoos	2	3372842	1122	US	2000			
You gotta get them back.	And there's your two kids. <i> You gotta get them back. </i> Do you think you'll love them?	gotta	1	3372842	213	US	2000			
How you doing, sweet pea?	Just please keep it down. <i> How you doing, sweet pea? </i> Oh, you scared me tonight.	sweet pea	3	3546395	746	US	2009			
Want to come with your daddy?	Yeah, I'm working. <i> Want to come with your daddy? </i> Shoot some pool?	daddy	1	3372842	150	US	2000			
Fuck your' do, and fuck your whores.	Oh, yeah. <i> Fuck your' do, and fuck your whores. </i> Who you calling a whore, you little bitch?	do	1	3546395	414	US	2009			
Aren't we a little short?	It's$ 2221. <i> Aren't we a little short? </i> We were sharing up last night.	short	1	3372842	52	US	2000			
We need to talk now.	Get down there and get dressed and get on the fucking stage now. <i> We need to talk now. </i> Well, lookie, lookie, Cookie.	cookie	1	3546395	406	US	2009			
She's a stripper, you know?	I mean, come on. <i> She's a stripper, you know? </i> They call it exotic dancer.	stripper	2	3546395	1035	US	2009			
So I know he's gotta be okay.	But he's always happy when he goes. <i> So I know he's gotta be okay. </i> Absolutely okay.	gotta	2	3372842	1425	US	2000			
They had a sale on kids' shoes at Ames.	What happened? <i> They had a sale on kids' shoes at Ames. </i> Sorry.	kids'	1	3372842	134	US	2000			
And he gives me the face.	"And I go down to his study and I hand him the paper. <i> And he gives me the face. </i> And I'm like,"" What?"""	face	1	4109374	1027	US	2010			
When it breaks my heart	When it breaks my heart <i> When it breaks my heart </i> When it breaks my heart	breaks my heart	1	4109374	2401	US	2010			
Why would I want to watch my kids play Little League?	That I pay for? <i> Why would I want to watch my kids play Little League? </i> Why the fuck would I want to sleep in the same bed as my wife?	kids	1	4109374	2239	US	2010			
Hope he goes for it.	My dummy Capital One card. <i> Hope he goes for it. </i> Okay, I see it.	goes	1	3279503	45	US	2008			
Raymond Vincent Calitri did fîve years in South London for manslaughter.	Pink underwear works. <i> Raymond Vincent Calitri did fîve years in South London for manslaughter. </i> - He immigrated in' 98.	did	1	135737	1598	US	2000			
So you gonna let me see them?	Thank you. <i> So you gonna let me see them? </i> Of course.	gonna	1	3279503	582	US	2008			
He's accessing these machines so quickly he's got to be running his own botnet.	There are thousands of exploited servers on the Internet so he won't run out of victims soon. <i> He's accessing these machines so quickly he's got to be running his own botnet. </i> We are blackholing these IPs but every time we shut one down, a new mirror pops up.	botnet	1	3279503	204	US	2008			
Mrs. Tischler's gonna give us a second chance.	- Better. <i> Mrs. Tischler's gonna give us a second chance. </i> - A second chance at what?	gonna	1	3279503	161	US	2008			
He must've owned Griffin's too.	This guy breached my laptop. <i> He must've owned Griffin's too. </i> Figured out where he was vulnerable.	owned	1	3279503	956	US	2008			
- Well, now, that's hittin below the belt.	"- Eleanor tell you that? <i> - Well, now, that's hittin below the belt. </i> Yeah, all right, let me tell you about"" below the belt,"" Randall."	hittin	1	135737	433	US	2000			
Any asshole can pull a gun on somebody!	You lazy, half-ass bully! <i> Any asshole can pull a gun on somebody! </i> You don't know the fîrst thing about stealing a car!	asshole	1	135737	1377	US	2000			
I think I'm gonna have to get you out of town or something.	7: 30. <i> I think I'm gonna have to get you out of town or something. </i> Your brother's the best boost in the world, but I don't know if he's gonna make this one.	gonna	1	135737	1983	US	2000			
I think I felt it poking out my butthole.	You don't say? <i> I think I felt it poking out my butthole. </i> So far down my throat.	butthole	2	6185084	1438	US	2015			
You gotta ask me in monster voice.	On one condition. <i> You gotta ask me in monster voice. </i> - Wesley.	monster	2	6185084	602	US	2015			
I tell you, I'm running this shit!	Get this... <i> I tell you, I'm running this shit! </i> You do that again, I will kick...	shit	2	135737	1306	US	2000			
That I hadn't made out with anyone in a while or whatever?	Is that what it felt like? <i> That I hadn't made out with anyone in a while or whatever? </i> Well, I mean, I'm more of a tongue guy myself, but...	made out	2	6185084	1435	US	2015			
Because you... you wouldn't want to disrupt the, uh, synchromesh, right?	-' Cause it gets in the way. <i> Because you... you wouldn't want to disrupt the, uh, synchromesh, right? </i> Or the throttle linkage.	syncromesh	1	135737	1656	US	2000			
It's not gonna happen, man.	He's not gonna do it. <i> It's not gonna happen, man. </i> Come on, dog.	gonna	1	135737	1579	US	2000			
I don't play favorites, but you're my favorite.	"Step into my hallway. <i> I don't play favorites, but you're my favorite. </i> You ever heard the phrase,"" The pen is mightier than the sword""?"	play favorites	1	6185084	1356	US	2015			
They got somebody working on the inside.	Yeah, unless you get the laser-cut transponder key... sent directly to the U.S. Dealer from Hamburg. <i> They got somebody working on the inside. </i> Let's fînd out which dealership sold' em, who serviced' em, et cetera, et cetera.	inside	2	135737	164	US	2000			
Can we just cool it for a second?	- Can we just...? <i> Can we just cool it for a second? </i> Okay, here's my offer.	cool it	2	6185084	573	US	2015			
I mean, he's kind of hot, but he's not God's gift.	- No, no. <i> I mean, he's kind of hot, but he's not God's gift. </i> No.	gift	1	4218973	12	US	2011			
Just the gal I was hoping for.	Bianca. <i> Just the gal I was hoping for. </i> Hello.	gal	1	6185084	105	US	2015			
Are you fucking kidding me?	[ knocking at door] <i> Are you fucking kidding me? </i> What the-- listen, you little shit, whatever the fuck your name is, if you expect to come back here tomorrow and have a job--	fucking kidding	1	4218973	481	US	2011			
I used to run up here a lot with Pepper, and she would always make a direct beeline to this rock.	How'd you find this place? <i> I used to run up here a lot with Pepper, and she would always make a direct beeline to this rock. </i> I remember Pepper.	beeline	1	6185084	1401	US	2015			
Oh, my God, he called her a five.	"It says,"" That mannequin just made out with a five."" <i> Oh, my God, he called her a five. </i> "" Bianca Piper's ass means the terrorists have won."""	made out	1	6185084	1053	US	2015			
It's a doozy, but it's a real feather in the cap for any reporter worth their salt that wants to comment on the social life of this school.	Okay, next up, final assignment, all right? <i> It's a doozy, but it's a real feather in the cap for any reporter worth their salt that wants to comment on the social life of this school. </i> Anyone?	feather in the cap	1	6185084	98	US	2015			
I know it sucks, but maybe it's the universe telling you, you need to be there.	- Look, I'm sorry, B. <i> I know it sucks, but maybe it's the universe telling you, you need to be there. </i> Please, don't start with the universe with me this early in the morning, okay?	sucks	1	6185084	131	US	2015			
- I heard she gave him a blumpie.	"Ugh, can you say"" slut""? <i> - I heard she gave him a blumpie. </i> - Ew."	blumpie	3	4218973	4	US	2011			
S my D you cheatir potato sprout bitch!	Whatevs! <i> S my D you cheatir potato sprout bitch! </i> - Yeah, Bitch!	s my d	2	4574956	107	US	2011			
Yo, bitch, I been pagir yo ass all fuckir night, nigga!	Oh, shit! <i> Yo, bitch, I been pagir yo ass all fuckir night, nigga! </i> Where the fuck is you?	yo	2	4574956	1066	US	2011			
Shit's tough in the FP, bitch!	Oh shit. <i> Shit's tough in the FP, bitch! </i> No!	shit	1	4574956	215	US	2011			
For my peace of mind.	Alice, you'll make sure she stays? <i> For my peace of mind. </i> Okay.	peace of mind	1	4218973	977	US	2011			
Why the fuck you bail out of the FP in the first place, bitch?	Huh? <i> Why the fuck you bail out of the FP in the first place, bitch? </i> Oh yeah.' Cause your bitch ass bro took a fuckir dirt nap!	bail out	1	4574956	444	US	2011			
If you want to do this legit, you need street cred before you deserve to face my ass.	A'ight, JTRO and bitch. <i> If you want to do this legit, you need street cred before you deserve to face my ass. </i> Check yourselves out at the 138.	legit	1	4574956	504	US	2011			
It'll chill your shit out.	Have a drink. <i> It'll chill your shit out. </i> What the fuck is this?	chill	2	4574956	736	US	2011			
You get your shit straight or what, dog?	It's DC. <i> You get your shit straight or what, dog? </i> Yeah.	shit	1	4574956	402	US	2011			
Just give me one second here.	Yes, I can look it up. <i> Just give me one second here. </i> [ computer beeps]	second	1	4218973	700	US	2011			
It'll be a thrill to work with the new: bomb diggity:	You're our new varsity cheerleading squad: <i> It'll be a thrill to work with the new: bomb diggity: </i> Now if you'll excuse me, ladies, I have a lunch date:	bomb diggity	2	186160	1903	US	2004			
Shit goes south, drops like it's hot...	Beliee' dat! <i> Shit goes south, drops like it's hot... </i> This way we can back the 248 the fuck up.	shit	1	4574956	845	US	2011			
Why won't you just face me right now?	Beat that chump then maybe we'll talk about a match. <i> Why won't you just face me right now? </i> Politics, bitch!	face	1	4574956	508	US	2011			
It's gonna be me, motherfucker!	Who's it gonna be? <i> It's gonna be me, motherfucker! </i> Three, two, one.	motherfucker	2	4574956	1129	US	2011			
See, way up here at the top of the ladder	There's a logical order and the sooner you learn it, the better: <i> See, way up here at the top of the ladder </i> Right:	top of the ladder	1	186160	862	US	2004			
I ain't waitir all day, bitch.	Yo, make it snappy. <i> I ain't waitir all day, bitch. </i> Gonna have to walk your dumb ass to my house.	bitch	2	4574956	999	US	2011			
All ya'll motherfuckers know what I'm talking about!	BTRO, ya heard? <i> All ya'll motherfuckers know what I'm talking about! </i> JTRO!	ya'll	1	4574956	94	US	2011			
This next track is dedicated to all the guys out there whose and devoured for breakfast by cute, peppy, social-climbing	"That, my friends, was the bitchin' sound <i> This next track is dedicated to all the guys out there whose and devoured for breakfast by cute, peppy, social-climbing </i> Give me a"""" Hey:"" Give me a"""" Ho:"" Give me a"	peppy	1	186160	1307	US	2004			
We can't take out L Dubba E and his bullshit ass shit alone.	"And we need your help. <i> We can't take out L Dubba E and his bullshit ass shit alone. </i> We gots to"" Beat-Beat"" this shit right again."	l dubba	1	4574956	333	US	2011			
Yo kicks got smiles humped all up my face.	That shit's deluxe! <i> Yo kicks got smiles humped all up my face. </i> Say what?	deluxe	1	4574956	30	US	2011			
You're lucky you even get a tent, nig.	Yo, yo, yo. <i> You're lucky you even get a tent, nig. </i> I don't even get a room.	nig	3	4574956	288	US	2011			
on the way to nationals:	This amateur squad is just a speed bump: <i> on the way to nationals: </i> Excusez-moi:	nationals	1	186160	1520	US	2004			
I think you'll find I bloody well do.	I don't think you want me to do that. <i> I think you'll find I bloody well do. </i> Is that you, Carl?	bloody	1	3807079	60	UK	2005			
"And he leant into me and said....."" Probably not by the same means you did."""	"He'd stayed up to watch the election all night,..... and I asked him how he managed to stay up all night. <i> And he leant into me and said....."" Probably not by the same means you did."" </i> And at that point I thought"" You fuckin' smartarse."""	you fuckin	1	4030209	978	UK	2003			
But answer me this, brother	And you hear what you want to hear. <i> But answer me this, brother </i> What corporation doesn't know how many positions it's got available?	brother	1	4938516	944	UK	2009			
Like summat off a pantomime, d'you know what I mean?	""" You don't look like rock stars, you look like dicks in tights."" <i> Like summat off a pantomime, d'you know what I mean? </i> It was time for some real lads to get up there and take charge."	summat	1	4030209	262	UK	2003			
There are seven people in this room tonight..... who are giving a little bit of hope to young people in this country.	Oi! <i> There are seven people in this room tonight..... who are giving a little bit of hope to young people in this country. </i> That is me, our kid,..... Bonehead, Guigsy, Alan White,..... Alan McGee and Tony Blair.	kid	1	4030209	420	UK	2003			
- Put the gun down, Black.	Is it... worth dying for? <i> - Put the gun down, Black. </i> You started this, now it's in play!	dying	1	4938516	953	UK	2009			
Aren't you a busy bee?	- Oh my! <i> Aren't you a busy bee? </i> - Grace, this is Grant.	busy bee	2	3807079	764	UK	2005	you dont have time to do something because you are busy.	https://www.urbandictionary.com/define.php?term=Busy%20bee	busy person
You just leave him to me, dear.	Well I think you'll find Walter is quite set in his. <i> You just leave him to me, dear. </i> - Why couldn't I just do that.	dear	1	3807079	415	UK	2005			
Are you gonna give me a hand?	He's an enemy of the group, and a distraction! <i> Are you gonna give me a hand? </i> One, two...	gonna	2	4938516	618	UK	2009			
And you, Dark, are a shrink.	Aren't you? <i> And you, Dark, are a shrink. </i> Psychologist or psychiatrist?	shrink	2	4938516	331	UK	2009	a psychoanalyst, a psychiatrist.	https://greensdictofslang.com/entry/pqswwsq	psychiatrist
Look at the fucking state of the place.	Nobody from housekeeping came in. <i> Look at the fucking state of the place. </i> We're trying to keep a low profile, which is...[ phone rings]	fucking	2	4629499	572	UK	2012	implying a variety of negatives, e.g. vile, despicable, unpleasant, corrupt, dirty.	https://greensdictofslang.com/entry/x57x77i	bad
When the record-shop doors opened this morning,..... battle commenced.	I ask you, what the fuck is all that about, you know? <i> When the record-shop doors opened this morning,..... battle commenced. </i> The chances are both singles could have been number one..... had they been released on separate weeks.	fuck	1	4030209	541	UK	2003			
Drop the cash with him, and his mate back in the UK gives you the same amount minus his 10% fee.	On jobs abroad, Eddie always used a local money mover. <i> Drop the cash with him, and his mate back in the UK gives you the same amount minus his 10% fee. </i> It may be a little costly, but it was worth the price to keep things flowing.	drop the cash	1	4629499	600	UK	2012			
Robbie Williams making music kind of like Oasis.	And he said that he thought it was, er, an 11 out of 10,..... which it was,..... and you sort of knew that this was gonna be the new force. <i> Robbie Williams making music kind of like Oasis. </i> So once he was doing it,..... you knew it was over, that was the moment it was finished.	kind of	1	4030209	1168	UK	2003			
♪ and keep on lovin	♪ that we're gonna be feeling good today <i> ♪ and keep on lovin </i> ♪ and keep on lovin'...	lovin'	1	7039857	1724	UK	2016			
- Come on, you fucking mug!	- Oi, Mike. <i> - Come on, you fucking mug! </i> - Dickhead!	fucking mug	2	4629499	36	UK	2012			
And I'm about to do a Webcast slagging it all off.	Can you imagine what Jen would say? <i> And I'm about to do a Webcast slagging it all off. </i> [ Stammering] But... but none of us are novelists.	slagging	1	7039857	397	UK	2016			
Just wish I was a bit older to put a bet on.	Wimbledon. <i> Just wish I was a bit older to put a bet on. </i> Fuck the Scousers, eh?	fuck	1	4629499	914	UK	2012			
Otherwise I'm gonna chop you to bits, my son.	Your muggy little pals had better pay up. <i> Otherwise I'm gonna chop you to bits, my son. </i> - Fuck you.	gonna	2	4629499	1266	UK	2012			
I kept my end of the bargain.	I mean, you wrote the bloody book, and now you're coming over here all sanctimonious. <i> I kept my end of the bargain. </i> You keep yours.	bloody	2	7039857	1602	UK	2016	a general negative adj., abominable or terrible; esp. in the uk and aus., where it is so widespread as to be termed the great australian adjective.	https://greensdictofslang.com/entry/k5ukyhq	damn
Don't knock it till you've tried it.	How about a nice massage? <i> Don't knock it till you've tried it. </i> I've had plenty of massages.	knock it	1	6910409	288	UK	2014			
I thought you'd be off getting yourself rubbed up the right way, whenever you got the chance.	It's nice having a visitor. <i> I thought you'd be off getting yourself rubbed up the right way, whenever you got the chance. </i> Well, to be honest.	rubbed up	1	6910409	394	UK	2014			
Oh, by the way, does French cock taste the same as English?	Somebody wants to say hello. <i> Oh, by the way, does French cock taste the same as English? </i> You'd fucking know, son.	cock	2	4629499	849	UK	2012	the penis.	https://greensdictofslang.com/entry/3rvitbi	penis
- it's not gonna make a ticket appear!	- Of course it's gold dust! <i> - it's not gonna make a ticket appear! </i> - Are you done?	gonna	1	4629499	624	UK	2012			
- Stealing from banks was no problem.	But you wouldn't wanna get on his bad side. <i> - Stealing from banks was no problem. </i> - Dan.	his bad side	1	4629499	536	UK	2012			
- Would you like a cup o' tea mate?	For sure there mate! <i> - Would you like a cup o' tea mate? </i> - Thanks Mickey, love one.	o'	2	5151994	109	UK	2008	"short for ""of""."	https://www.urbandictionary.com/define.php?term=o%27	of
Hey, you know you're the first bloke I've sent in... who she didn't tell, to fuck off?	That's perfect cover. <i> Hey, you know you're the first bloke I've sent in... who she didn't tell, to fuck off? </i> Good job.	fuck off	1	4398890	339	UK	2011			
Oh, I love her, she's an English rose.	James, paddle. <i> Oh, I love her, she's an English rose. </i> But I bet she's 30.	english rose	1	5814259	712	UK	2014			
Well fuck me inside out!	Luton's where it's at. <i> Well fuck me inside out! </i> Come in my dear boy, you're just in time for cocktails.	fuck	2	5151994	315	UK	2008	an act of copulation.	https://greensdictofslang.com/entry/3yrhsey	copulation
Ugh, but I don't want any other people in the band.	Then we're gonna need drums and a bass. <i> Ugh, but I don't want any other people in the band. </i> I think we can make a nice sound.	ugh	1	5814259	803	UK	2014			
I can feel you lookin' at me, Charlie.	What you lookin' at? <i> I can feel you lookin' at me, Charlie. </i> - Do you want me to do your nails?	lookin'	2	5151994	376	UK	2008			
♪ He's a loving kind of guy ♪	♪ His baby is sleeping below ♪ <i> ♪ He's a loving kind of guy ♪ </i> ♪ He goes to church every day ♪	guy	1	5814259	828	UK	2014			
They bagged him up for 2 years.	I shit you not, he stuck the place up, at fucking gun point. <i> They bagged him up for 2 years. </i> 2 years!	bagged	1	4398890	41	UK	2011			
♪ I'm a down and dusky blonde ♪	♪ I fried my head, I'm not a brunette ♪ <i> ♪ I'm a down and dusky blonde ♪ </i> ♪ I am living in a tree ♪	dusky	1	5814259	1448	UK	2014			
